,index,school_name,win_loss_pct,srs,pace,off_rtg,fta_per_fga_pct,fg3a_per_fga_pct,ts_pct,trb_pct,ast_pct,stl_pct,blk_pct,efg_pct,tov_pct,orb_pct,ft_rate,Season
2701,211,North Carolina CentralNCAA,0.543,-13.18,68.8,104.3,0.29,0.311,0.538,53.4,57.4,7.4,9.4,0.512,17.4,33.9,0.199,2018
2702,212,North Dakota,0.375,-7.63,73.2,101.6,0.353,0.365,0.553,45.0,47.6,10.6,4.7,0.521,16.0,20.2,0.249,2018
2703,213,North Dakota State,0.469,-1.86,68.8,107.8,0.305,0.436,0.583,50.9,50.4,6.6,6.2,0.552,16.5,22.7,0.232,2018
2704,214,North Florida,0.424,-11.4,75.6,106.6,0.277,0.459,0.573,46.4,52.2,6.9,7.5,0.543,17.0,26.0,0.21,2018
2705,215,North Texas,0.526,1.16,69.9,105.0,0.339,0.379,0.543,52.7,47.0,7.2,8.2,0.519,16.0,30.3,0.224,2018
2706,216,Northeastern,0.697,3.64,68.0,108.9,0.347,0.453,0.597,51.1,60.9,9.7,6.2,0.569,17.9,25.5,0.255,2018
2707,217,Northern Arizona,0.156,-14.67,70.7,92.1,0.429,0.334,0.499,48.1,45.0,7.9,9.5,0.45,19.1,27.1,0.301,2018
2708,218,Northern Colorado,0.684,3.67,73.7,108.8,0.334,0.396,0.566,51.3,41.1,7.2,8.1,0.542,14.6,25.9,0.23,2018
2709,219,Northern Illinois,0.406,-6.71,69.3,104.2,0.335,0.275,0.538,49.7,34.7,9.6,5.3,0.502,14.9,28.3,0.243,2018
2710,220,Northern Iowa,0.5,4.0,64.3,99.6,0.313,0.399,0.522,51.2,47.9,8.0,7.4,0.487,15.6,24.5,0.226,2018
2711,221,Northern Kentucky,0.688,4.83,70.7,109.9,0.312,0.4,0.572,52.6,58.2,10.4,8.7,0.543,15.5,29.0,0.228,2018
2712,222,Northwestern,0.469,9.63,65.3,104.6,0.297,0.397,0.532,50.4,58.0,7.4,13.2,0.497,15.3,29.5,0.222,2018
2713,223,Northwestern State,0.138,-21.02,72.2,89.2,0.35,0.267,0.477,48.9,40.3,8.6,11.1,0.45,20.2,32.1,0.214,2018
2714,224,Notre Dame,0.583,13.64,66.5,111.5,0.314,0.393,0.551,51.6,55.0,8.6,9.6,0.514,12.7,30.8,0.238,2018
2715,225,Oakland,0.576,-1.82,72.2,107.5,0.355,0.398,0.562,50.4,62.6,8.3,11.9,0.52,15.9,28.1,0.273,2018
2716,226,Ohio,0.452,-2.52,72.6,100.5,0.306,0.349,0.538,48.4,52.8,8.9,8.8,0.508,16.0,22.4,0.218,2018
2717,227,Ohio StateNCAA,0.735,17.67,67.9,111.0,0.311,0.342,0.57,53.6,52.5,9.0,11.3,0.541,14.9,30.1,0.227,2018
2718,228,OklahomaNCAA,0.563,13.81,76.5,109.8,0.332,0.405,0.569,49.8,50.2,8.4,11.0,0.535,15.2,28.4,0.247,2018
2719,229,Oklahoma State,0.583,12.45,70.8,107.4,0.322,0.383,0.538,51.1,53.6,9.2,10.4,0.498,15.4,34.2,0.244,2018
2720,231,Old Dominion,0.781,9.27,66.6,109.3,0.33,0.338,0.537,52.8,57.2,11.1,13.6,0.507,13.2,32.3,0.228,2018
2721,232,Omaha,0.29,-9.88,72.6,103.8,0.27,0.363,0.55,47.9,46.2,7.7,6.7,0.525,15.9,25.6,0.191,2018
2722,233,Oral Roberts,0.344,-6.66,68.0,104.7,0.257,0.319,0.517,52.2,51.5,7.8,9.3,0.492,15.4,36.2,0.176,2018
2723,234,Oregon,0.639,10.7,69.6,110.9,0.317,0.421,0.568,52.3,56.4,9.8,12.3,0.533,14.9,31.0,0.242,2018
2724,235,Oregon State,0.5,7.31,67.4,106.8,0.387,0.328,0.555,52.1,57.2,9.7,10.3,0.521,16.8,31.8,0.274,2018
2725,236,Pacific,0.438,-0.55,67.0,105.6,0.401,0.258,0.537,50.9,49.1,9.1,12.3,0.494,14.8,30.4,0.292,2018
2726,237,Penn State,0.667,15.85,67.9,109.3,0.315,0.331,0.553,51.8,51.2,10.6,13.3,0.526,15.0,31.7,0.221,2018
2727,238,PennsylvaniaNCAA,0.727,2.24,70.2,105.3,0.334,0.427,0.555,51.0,56.9,8.2,7.0,0.533,14.8,23.6,0.22,2018
2728,239,Pepperdine,0.188,-6.5,67.8,104.4,0.353,0.296,0.534,50.8,54.6,7.1,6.5,0.5,15.0,29.4,0.248,2018
2729,240,Pittsburgh,0.25,-1.87,65.7,93.7,0.319,0.475,0.515,45.5,58.7,6.5,9.4,0.482,18.7,23.3,0.222,2018
2730,241,Portland,0.313,-6.6,68.5,100.5,0.342,0.381,0.548,46.1,49.6,7.5,11.2,0.521,15.9,19.7,0.232,2018
2731,242,Portland State,0.588,-0.14,76.5,110.1,0.322,0.378,0.539,50.8,53.0,12.7,9.2,0.508,13.8,34.9,0.227,2018
2732,243,Prairie View,0.471,-10.13,72.6,102.9,0.388,0.368,0.529,48.6,49.3,10.3,8.7,0.496,16.0,31.4,0.26,2018
2733,244,Presbyterian,0.344,-14.33,64.7,102.1,0.29,0.439,0.53,47.7,49.1,8.4,5.6,0.504,15.5,26.6,0.199,2018
2734,245,Princeton,0.448,-2.44,66.4,105.8,0.267,0.462,0.563,49.0,48.7,6.9,8.7,0.54,15.1,22.5,0.188,2018
2735,246,ProvidenceNCAA,0.6,11.12,69.5,104.1,0.386,0.329,0.534,49.6,53.9,9.6,9.8,0.496,15.1,28.8,0.272,2018
2736,247,PurdueNCAA,0.811,23.41,68.1,117.7,0.356,0.401,0.606,51.8,57.9,8.4,12.5,0.577,14.0,27.8,0.265,2018
2737,248,Purdue Fort Wayne,0.545,-1.48,74.6,109.9,0.315,0.446,0.57,49.6,50.8,10.7,8.8,0.541,14.1,26.2,0.227,2018
2738,249,Quinnipiac,0.364,-9.5,67.9,102.8,0.37,0.479,0.539,49.2,51.3,7.9,6.9,0.503,16.9,27.8,0.261,2018
2739,250,RadfordNCAA,0.639,-2.62,63.4,104.3,0.307,0.397,0.528,52.3,52.0,9.7,9.1,0.494,16.1,33.7,0.223,2018
2740,252,Rhode IslandNCAA,0.765,11.81,69.2,109.0,0.301,0.32,0.539,50.0,54.5,10.5,9.5,0.511,13.1,31.0,0.209,2018
2741,253,Rice,0.226,-8.63,70.1,96.4,0.369,0.467,0.514,49.7,53.2,7.6,6.0,0.48,18.3,28.1,0.247,2018
2742,254,Richmond,0.375,-0.17,68.3,103.9,0.297,0.363,0.55,46.8,57.7,11.0,6.6,0.521,15.2,23.4,0.213,2018
2743,255,Rider,0.688,0.94,74.8,109.1,0.421,0.338,0.545,51.7,49.2,10.0,10.1,0.526,15.0,33.4,0.256,2018
2744,256,Robert Morris,0.485,-7.98,70.8,96.9,0.343,0.377,0.506,49.1,48.1,10.9,7.4,0.474,17.9,31.3,0.229,2018
2745,257,Rutgers,0.441,5.5,66.9,96.4,0.311,0.245,0.473,51.9,40.1,10.4,11.6,0.442,14.5,33.7,0.2,2018
2746,258,Sacramento State,0.219,-8.9,67.5,99.5,0.288,0.316,0.526,47.1,52.5,7.9,9.6,0.5,15.8,24.3,0.197,2018
2747,259,Sacred Heart,0.323,-11.38,69.5,98.4,0.296,0.329,0.512,55.2,50.4,6.9,6.6,0.486,18.1,33.2,0.196,2018
2748,260,Saint Francis (PA),0.581,-6.12,70.8,109.8,0.341,0.363,0.571,48.3,48.4,9.4,6.0,0.534,14.3,26.1,0.26,2018
2749,261,Saint Joseph's,0.5,3.78,71.2,103.2,0.346,0.388,0.521,49.3,54.1,8.8,8.5,0.488,12.3,23.5,0.238,2018
2750,262,Saint Louis,0.515,2.58,64.7,101.2,0.463,0.33,0.513,53.0,53.8,9.2,13.1,0.475,16.6,33.8,0.302,2018
2751,263,Saint Mary's (CA),0.833,12.86,63.6,119.8,0.304,0.351,0.615,55.1,54.9,6.9,6.8,0.587,13.7,29.2,0.234,2018
2752,264,Saint Peter's,0.438,-5.24,65.0,98.0,0.277,0.426,0.523,49.0,51.2,9.9,10.8,0.492,17.3,27.1,0.2,2018
2753,265,Sam Houston,0.583,-5.14,69.1,102.9,0.34,0.36,0.523,52.6,58.6,8.8,5.6,0.486,16.1,32.8,0.243,2018
2754,266,Samford,0.313,-11.1,71.9,108.0,0.322,0.419,0.583,45.8,60.9,10.0,6.9,0.55,17.0,25.0,0.246,2018
2755,267,San Diego,0.588,2.86,67.2,103.6,0.39,0.447,0.567,49.7,59.2,8.1,10.7,0.533,17.5,23.4,0.277,2018
2756,268,San Diego StateNCAA,0.667,12.23,70.4,109.6,0.357,0.36,0.553,53.7,54.1,8.9,9.4,0.519,14.6,31.9,0.255,2018
2757,269,San Francisco,0.564,1.13,67.3,101.6,0.294,0.437,0.522,50.8,55.3,7.9,9.6,0.496,15.3,27.9,0.199,2018
2758,270,San Jose State,0.133,-8.74,69.3,94.1,0.345,0.3,0.524,52.7,54.6,6.4,7.5,0.491,20.6,28.3,0.239,2018
2759,271,Santa Clara,0.355,-7.01,65.4,100.7,0.313,0.407,0.533,46.2,56.3,8.3,6.4,0.498,15.4,23.6,0.227,2018
2760,273,Savannah State,0.469,-15.36,83.6,101.7,0.295,0.555,0.514,44.5,53.6,11.1,6.4,0.483,14.3,27.8,0.206,2018
2761,274,Seattle,0.588,-2.32,70.3,107.1,0.353,0.427,0.561,52.4,52.6,6.9,9.6,0.525,17.3,30.6,0.261,2018
2762,275,Seton HallNCAA,0.647,15.67,71.1,111.0,0.352,0.33,0.558,53.1,54.3,8.6,9.1,0.529,15.2,34.2,0.246,2018
2763,276,Siena,0.25,-10.46,67.2,97.3,0.364,0.335,0.516,51.1,47.2,6.9,8.8,0.482,18.7,31.4,0.247,2018
2764,277,South Alabama,0.438,-5.44,71.1,97.6,0.378,0.436,0.529,49.3,52.9,7.5,10.8,0.492,18.5,26.3,0.264,2018
2765,278,South Carolina,0.515,9.45,69.7,99.9,0.421,0.373,0.507,52.4,56.0,7.8,9.6,0.461,16.6,33.8,0.295,2018
2766,279,South Carolina State,0.313,-20.18,73.4,99.5,0.362,0.315,0.516,47.6,42.5,7.1,6.3,0.478,16.3,30.2,0.253,2018
2767,280,South Carolina Upstate,0.219,-17.46,71.1,105.7,0.225,0.466,0.535,46.4,51.0,8.5,7.0,0.511,14.0,27.3,0.163,2018
2768,281,South Dakota,0.743,6.17,72.1,112.3,0.346,0.32,0.569,52.5,45.5,9.5,5.3,0.533,13.5,29.7,0.26,2018
2769,282,South Dakota StateNCAA,0.8,6.84,72.3,115.7,0.354,0.432,0.59,52.2,46.6,6.7,5.9,0.554,12.3,24.8,0.269,2018
2770,283,South Florida,0.313,-7.25,65.5,96.4,0.331,0.339,0.518,49.2,53.6,7.8,6.6,0.48,18.7,28.8,0.24,2018
2771,284,Southeast Missouri State,0.452,-8.12,69.1,109.0,0.376,0.427,0.578,48.5,53.1,8.2,4.9,0.544,16.0,26.4,0.274,2018
2772,285,Southeastern Louisiana,0.647,-6.4,69.1,103.9,0.362,0.373,0.544,49.1,57.4,9.6,7.5,0.519,17.3,30.5,0.238,2018
2773,286,Southern,0.455,-14.54,69.8,98.2,0.409,0.271,0.493,51.6,47.5,8.1,9.9,0.449,15.8,33.7,0.279,2018
2774,287,Southern California,0.667,12.81,68.7,111.6,0.299,0.362,0.564,50.7,55.7,9.1,11.2,0.538,13.4,30.0,0.211,2018
2775,288,Southern Illinois,0.606,1.37,66.9,103.0,0.328,0.332,0.549,48.9,55.3,11.1,10.6,0.521,16.7,25.9,0.228,2018
2776,289,SIU Edwardsville,0.3,-12.43,70.4,99.0,0.33,0.372,0.514,48.8,50.8,6.8,7.6,0.478,16.7,29.3,0.233,2018
2777,290,Southern Methodist,0.515,9.08,64.4,107.8,0.305,0.404,0.546,50.3,58.2,11.5,9.9,0.52,15.4,32.7,0.209,2018
2778,291,Southern Mississippi,0.471,-4.26,67.8,103.8,0.293,0.383,0.538,45.9,57.3,10.2,5.8,0.51,13.0,21.7,0.206,2018
2779,292,Southern Utah,0.406,-7.64,73.1,102.5,0.37,0.374,0.544,48.5,45.4,7.0,8.0,0.504,15.5,23.8,0.273,2018
2780,294,St. BonaventureNCAA,0.765,8.87,69.4,109.5,0.405,0.337,0.561,50.5,53.4,10.0,10.8,0.516,14.3,29.2,0.305,2018
2781,295,St. Francis (NY),0.419,-12.24,70.8,101.3,0.313,0.415,0.521,47.0,45.5,10.1,7.0,0.487,15.2,27.5,0.223,2018
2782,296,St. John's (NY),0.485,10.29,71.1,100.9,0.301,0.353,0.528,45.9,48.7,11.8,15.7,0.492,14.7,23.7,0.223,2018
2783,297,Stanford,0.543,8.08,72.2,104.4,0.416,0.315,0.552,53.9,50.7,7.2,8.7,0.519,17.9,32.8,0.285,2018
2784,298,Stephen F. AustinNCAA,0.8,2.66,73.8,109.2,0.398,0.316,0.576,52.6,49.8,14.0,9.7,0.544,18.1,33.5,0.28,2018
2785,299,Stetson,0.375,-12.38,73.1,102.4,0.252,0.354,0.525,47.5,51.9,9.7,7.4,0.503,13.2,24.1,0.17,2018
2786,300,Stony Brook,0.406,-5.08,69.6,98.2,0.325,0.406,0.512,50.2,54.8,11.6,8.4,0.484,17.2,30.5,0.213,2018
2787,301,SyracuseNCAA,0.622,12.89,64.2,102.4,0.405,0.328,0.518,52.6,47.5,10.7,17.4,0.469,16.2,34.6,0.298,2018
2788,302,TCUNCAA,0.636,16.38,70.0,115.1,0.342,0.352,0.59,54.5,62.8,9.1,9.4,0.566,15.4,34.1,0.241,2018
2789,303,Temple,0.515,7.25,67.5,102.9,0.256,0.389,0.517,47.1,49.8,9.8,9.0,0.493,13.8,27.7,0.174,2018
2790,304,TennesseeNCAA,0.743,18.2,67.1,109.3,0.355,0.357,0.549,51.4,62.1,9.4,12.8,0.508,15.2,33.3,0.269,2018
2791,305,Tennessee State,0.5,-5.34,67.0,97.8,0.375,0.422,0.538,49.7,48.7,10.4,10.4,0.496,19.2,26.3,0.277,2018
2792,306,Tennessee Tech,0.576,-5.83,72.1,101.0,0.369,0.362,0.534,49.3,55.8,10.5,9.2,0.502,17.2,28.2,0.251,2018
2793,307,Tennessee-Martin,0.323,-10.52,68.5,99.4,0.236,0.36,0.532,49.5,48.3,10.0,11.3,0.506,18.3,29.0,0.171,2018
2794,308,TexasNCAA,0.559,13.96,66.9,103.9,0.33,0.381,0.527,50.0,44.7,8.9,12.8,0.5,14.6,29.5,0.219,2018
2795,309,Texas A&MNCAA,0.629,15.3,70.9,106.1,0.32,0.33,0.538,54.3,55.1,7.7,15.3,0.514,16.3,33.9,0.212,2018
2796,310,Texas A&M-Corpus Christi,0.379,-12.3,69.9,96.1,0.379,0.275,0.523,50.7,46.7,9.6,9.3,0.482,19.7,29.7,0.272,2018
2797,311,Texas SouthernNCAA,0.444,-7.53,72.7,105.8,0.429,0.37,0.548,48.5,47.4,7.9,9.3,0.505,15.1,28.4,0.311,2018
2798,312,Texas State,0.455,-5.84,65.4,100.7,0.365,0.364,0.524,52.4,58.0,8.2,8.5,0.494,17.4,32.5,0.241,2018
2799,313,Texas TechNCAA,0.73,19.38,68.3,108.4,0.393,0.335,0.555,52.6,54.9,10.3,12.8,0.52,15.4,32.9,0.276,2018
2800,315,Texas-Rio Grande Valley,0.455,-7.73,75.8,98.8,0.405,0.322,0.507,48.3,59.9,10.0,8.4,0.454,15.4,28.4,0.3,2018
2801,316,The Citadel,0.344,-13.64,79.6,102.8,0.313,0.527,0.535,46.1,59.4,11.7,8.2,0.504,16.2,27.5,0.221,2018
2802,317,Toledo,0.676,2.65,69.9,113.0,0.371,0.417,0.585,51.2,57.8,5.3,9.3,0.551,14.7,27.7,0.273,2018
2803,318,Towson,0.563,-0.12,68.7,109.5,0.35,0.306,0.55,53.8,42.9,9.4,12.7,0.522,15.4,35.1,0.24,2018
2804,319,Troy,0.485,-1.5,69.9,106.5,0.343,0.449,0.551,49.8,51.3,7.1,10.0,0.515,15.4,27.3,0.252,2018
2805,320,Tulane,0.452,1.21,69.7,104.2,0.345,0.373,0.548,49.0,60.4,7.2,10.5,0.515,16.5,27.5,0.246,2018
2806,321,Tulsa,0.613,4.96,68.1,106.6,0.416,0.41,0.549,52.0,51.9,6.5,6.4,0.507,16.1,32.0,0.302,2018
2807,322,UAB,0.606,4.9,69.4,109.8,0.291,0.334,0.575,54.8,59.3,7.7,11.6,0.545,16.5,31.2,0.218,2018
2808,323,UC Davis,0.667,0.87,67.3,104.3,0.393,0.319,0.561,48.4,49.0,10.2,6.9,0.525,16.7,24.9,0.282,2018
2809,324,UC Irvine,0.514,-0.22,68.5,101.0,0.288,0.319,0.521,55.0,47.8,7.4,10.7,0.49,17.2,33.1,0.204,2018
2810,325,UC Riverside,0.29,-8.5,69.8,93.2,0.326,0.336,0.493,47.7,54.3,8.7,8.9,0.454,17.2,26.9,0.229,2018
2811,326,UC Santa Barbara,0.719,2.1,68.1,110.9,0.314,0.356,0.558,52.1,54.8,7.0,9.8,0.532,13.4,29.3,0.219,2018
2812,327,UCF,0.594,4.76,64.9,96.2,0.431,0.331,0.512,50.5,49.1,8.1,9.4,0.478,18.0,28.5,0.277,2018
2813,328,UCLANCAA,0.636,12.07,71.4,111.1,0.355,0.404,0.569,51.8,53.4,7.6,10.3,0.537,14.5,28.4,0.256,2018
2814,329,UNC Asheville,0.618,-3.92,69.5,106.2,0.32,0.366,0.578,50.7,57.2,10.5,9.5,0.547,17.5,25.7,0.237,2018
2815,330,UNC GreensboroNCAA,0.771,4.54,66.9,107.1,0.265,0.452,0.548,55.0,52.7,11.2,12.4,0.525,17.1,34.2,0.185,2018
2816,331,UNC Wilmington,0.344,-7.52,73.4,106.2,0.315,0.334,0.524,53.2,53.0,6.9,5.6,0.494,14.6,34.0,0.217,2018
2817,332,UT Arlington,0.618,2.2,74.0,104.5,0.347,0.398,0.552,52.2,58.8,9.1,12.4,0.523,17.5,30.6,0.24,2018
2818,333,Utah,0.657,11.39,67.2,108.5,0.344,0.457,0.581,49.2,60.7,7.6,9.1,0.545,15.8,23.9,0.261,2018
2819,334,Utah State,0.5,2.31,68.8,106.0,0.329,0.457,0.565,49.7,54.8,7.2,5.6,0.538,16.7,25.6,0.232,2018
2820,336,Utah Valley,0.676,5.08,70.1,111.1,0.378,0.361,0.587,54.7,59.3,8.5,10.6,0.552,17.3,32.3,0.28,2018
2821,337,UTEP,0.355,-5.31,69.5,97.2,0.312,0.384,0.525,46.6,43.5,6.0,8.7,0.499,16.0,19.6,0.209,2018
2822,338,UTSA,0.571,-1.24,74.0,105.4,0.295,0.44,0.54,51.1,50.6,8.4,7.5,0.516,14.8,27.8,0.199,2018
2823,339,Valparaiso,0.469,0.63,69.8,100.8,0.387,0.358,0.547,50.9,51.1,10.5,9.3,0.51,18.5,27.7,0.274,2018
2824,340,Vanderbilt,0.375,8.52,66.5,108.0,0.362,0.461,0.557,50.4,50.6,7.2,8.7,0.518,15.4,28.8,0.269,2018
2825,341,Vermont,0.771,4.9,65.3,113.3,0.419,0.36,0.598,53.5,53.2,5.9,7.4,0.56,15.2,26.3,0.316,2018
2826,342,VillanovaNCAA,0.9,26.64,70.1,122.3,0.294,0.475,0.623,52.4,53.7,9.1,10.5,0.595,13.3,29.3,0.229,2018
2827,343,VirginiaNCAA,0.912,22.2,60.6,110.5,0.245,0.35,0.555,51.2,54.0,11.2,12.3,0.527,12.3,26.9,0.184,2018
2828,344,Virginia Commonwealth,0.545,3.55,71.4,105.3,0.281,0.386,0.549,51.0,55.4,8.8,7.4,0.526,16.3,29.0,0.194,2018
2829,345,VMI,0.3,-15.43,70.4,92.5,0.276,0.407,0.5,47.4,51.7,10.5,8.7,0.463,18.4,25.7,0.204,2018
2830,346,Virginia TechNCAA,0.636,14.35,69.9,113.0,0.365,0.399,0.602,48.8,58.2,8.2,6.6,0.577,15.3,23.9,0.259,2018
2831,347,Wagner,0.697,-3.19,69.6,106.1,0.359,0.392,0.533,53.7,52.4,9.5,11.5,0.496,16.4,36.3,0.255,2018
2832,348,Wake Forest,0.355,7.76,69.9,104.9,0.319,0.353,0.54,51.0,53.9,8.4,10.4,0.505,16.2,30.5,0.235,2018
2833,349,Washington,0.618,7.62,70.7,104.4,0.367,0.338,0.55,48.1,44.2,11.3,13.8,0.517,16.4,28.9,0.257,2018
2834,350,Washington State,0.387,0.67,69.4,104.7,0.247,0.504,0.566,47.1,56.2,7.6,6.2,0.541,17.3,24.6,0.182,2018
2835,351,Weber State,0.645,0.02,70.0,110.8,0.35,0.39,0.606,49.3,50.8,7.3,9.6,0.573,15.5,19.1,0.268,2018
2836,352,West VirginiaNCAA,0.703,19.89,70.5,113.2,0.313,0.384,0.543,52.5,54.2,11.5,15.9,0.504,13.3,36.8,0.24,2018
2837,353,Western Carolina,0.406,-11.9,71.0,96.4,0.317,0.373,0.505,48.0,55.2,11.2,8.9,0.473,18.0,30.5,0.216,2018
2838,354,Western Illinois,0.429,-11.07,69.8,101.5,0.284,0.328,0.552,50.0,41.1,6.9,10.5,0.525,16.1,21.1,0.203,2018
2839,355,Western Kentucky,0.711,11.08,69.7,112.1,0.398,0.269,0.574,51.5,47.9,10.2,9.6,0.54,14.5,29.7,0.285,2018
2840,357,Western Michigan,0.531,-2.22,69.4,107.7,0.342,0.352,0.536,50.8,47.9,9.4,9.8,0.499,13.3,30.5,0.249,2018
2841,358,Wichita StateNCAA,0.758,16.58,70.0,117.3,0.348,0.392,0.583,57.1,63.7,6.6,11.1,0.551,14.1,35.6,0.257,2018
2842,359,William & Mary,0.613,-1.37,71.4,117.6,0.332,0.436,0.639,50.4,60.2,7.8,10.5,0.605,15.6,22.4,0.269,2018
2843,360,Winthrop,0.613,-1.63,72.4,109.8,0.346,0.439,0.587,51.3,53.0,9.4,12.4,0.559,17.0,27.2,0.25,2018
2844,361,Wisconsin,0.455,10.38,63.4,105.0,0.327,0.364,0.539,49.7,51.8,8.6,9.7,0.509,14.7,28.4,0.228,2018
2845,362,Wofford,0.618,-0.97,67.8,111.9,0.282,0.454,0.596,50.3,57.9,9.5,8.3,0.566,16.0,25.2,0.22,2018
2846,363,Wright StateNCAA,0.714,0.58,69.9,101.4,0.358,0.348,0.529,51.8,52.7,9.4,6.5,0.491,16.3,28.9,0.256,2018
2847,364,Wyoming,0.606,4.26,74.7,103.3,0.403,0.45,0.564,47.1,59.3,8.4,9.8,0.523,16.1,19.2,0.298,2018
2848,365,XavierNCAA,0.829,19.06,72.3,115.5,0.41,0.358,0.601,55.1,57.3,8.0,8.4,0.559,15.2,30.2,0.32,2018
2849,366,Yale,0.516,-4.19,70.1,105.5,0.307,0.422,0.562,49.8,61.0,9.3,8.2,0.533,16.5,26.0,0.221,2018
2850,367,Youngstown State,0.25,-13.66,74.2,100.7,0.276,0.337,0.505,50.8,49.3,11.1,10.4,0.483,16.2,35.7,0.176,2018
2851,0,Abilene Christian,0.448,-11.86,68.0,100.2,0.349,0.354,0.554,47.1,56.6,10.5,8.5,0.53,18.5,23.5,0.232,2017
2852,1,Air Force,0.364,-3.06,68.9,104.8,0.381,0.388,0.544,50.3,60.5,8.6,5.7,0.506,15.0,26.5,0.273,2017
2853,2,Akron,0.75,3.59,68.0,113.2,0.366,0.484,0.58,51.2,54.5,8.1,8.6,0.556,15.0,29.8,0.25,2017
2854,3,Alabama,0.559,11.29,67.4,100.2,0.391,0.372,0.515,53.8,48.2,8.6,11.6,0.483,17.3,34.1,0.255,2017
2855,4,Alabama A&M,0.069,-26.99,65.4,93.4,0.396,0.289,0.487,46.4,51.9,5.2,4.4,0.446,17.3,30.0,0.265,2017
2856,5,Alabama State,0.258,-19.75,69.6,93.1,0.346,0.368,0.478,50.4,41.7,6.8,8.0,0.447,18.6,34.6,0.22,2017
2857,6,Albany (NY),0.6,-0.16,65.3,109.2,0.333,0.266,0.555,55.5,49.0,7.8,5.6,0.517,15.6,33.7,0.252,2017
2858,7,Alcorn State,0.563,-12.33,69.2,100.0,0.328,0.359,0.515,51.4,53.1,9.4,9.2,0.488,17.3,32.5,0.214,2017
2859,8,American,0.267,-10.3,65.2,94.0,0.307,0.343,0.522,46.6,49.0,10.6,6.9,0.503,18.3,21.7,0.19,2017
2860,9,Appalachian State,0.3,-8.67,72.1,101.6,0.378,0.417,0.525,50.7,55.3,7.7,7.6,0.491,16.5,29.4,0.258,2017
2861,10,ArizonaNCAA,0.865,18.25,67.3,113.8,0.405,0.305,0.58,55.1,51.3,8.1,8.8,0.537,14.5,33.1,0.31,2017
2862,11,Arizona State,0.455,4.02,72.5,108.0,0.319,0.438,0.55,45.1,48.4,8.1,8.8,0.514,12.7,24.4,0.239,2017
2863,12,ArkansasNCAA,0.722,14.04,71.7,110.7,0.381,0.295,0.558,49.5,49.8,10.8,12.4,0.514,14.3,31.7,0.29,2017
2864,13,Arkansas State,0.625,0.87,68.8,106.1,0.415,0.323,0.547,52.1,48.1,7.8,7.3,0.522,16.2,31.4,0.265,2017
2865,14,Arkansas-Pine Bluff,0.219,-22.81,68.7,88.2,0.337,0.36,0.494,46.8,48.1,12.4,9.5,0.463,22.4,29.8,0.22,2017
2866,15,Army,0.406,-5.84,72.0,99.6,0.28,0.433,0.538,51.8,61.8,7.6,4.9,0.518,18.3,27.1,0.183,2017
2867,16,Auburn,0.563,8.17,75.2,106.1,0.425,0.401,0.544,48.4,48.3,9.6,13.4,0.511,15.5,30.3,0.285,2017
2868,17,Austin Peay,0.367,-11.0,71.8,106.9,0.405,0.373,0.569,44.9,40.2,7.8,6.3,0.535,15.4,24.4,0.286,2017
2869,18,Ball State,0.618,-1.45,72.7,106.7,0.346,0.418,0.571,51.2,56.9,8.1,8.8,0.54,17.5,28.3,0.248,2017
2870,19,BaylorNCAA,0.771,19.75,65.3,111.5,0.338,0.328,0.562,56.5,59.1,7.9,13.0,0.53,17.1,40.2,0.244,2017
2871,21,Belmont,0.767,4.28,69.0,110.7,0.306,0.526,0.59,52.1,60.3,6.3,6.8,0.558,16.3,26.3,0.235,2017
2872,22,Bethune-Cookman,0.313,-19.44,70.1,98.8,0.274,0.352,0.498,47.0,53.3,10.6,7.9,0.472,15.3,31.1,0.182,2017
2873,23,Binghamton,0.375,-11.99,67.4,100.4,0.316,0.39,0.538,48.6,53.4,7.7,6.9,0.508,16.4,23.4,0.223,2017
2874,24,Boise State,0.625,5.52,70.4,106.7,0.412,0.403,0.558,51.3,47.7,7.0,6.1,0.52,16.0,28.2,0.294,2017
2875,25,Boston College,0.281,2.2,72.5,100.0,0.296,0.364,0.541,50.2,56.1,7.7,7.3,0.516,17.9,25.7,0.201,2017
2876,26,Boston University,0.563,-2.43,69.8,103.1,0.336,0.419,0.547,50.1,55.0,11.7,7.7,0.517,17.2,28.2,0.234,2017
2877,27,Bowling Green State,0.406,-6.0,72.7,100.1,0.361,0.329,0.514,48.8,46.9,9.4,7.1,0.481,15.1,28.2,0.241,2017
2878,28,Bradley,0.394,-2.84,68.6,95.1,0.418,0.354,0.524,49.2,50.9,8.9,10.5,0.488,19.5,26.2,0.281,2017
2879,29,Brigham Young,0.647,8.22,75.6,106.7,0.422,0.325,0.555,53.5,57.0,8.7,11.7,0.511,16.0,29.2,0.31,2017
2880,30,Brown,0.433,-8.55,72.1,105.1,0.445,0.401,0.566,47.8,54.3,10.5,5.3,0.516,17.6,27.1,0.338,2017
2881,31,Bryant,0.375,-9.69,70.0,103.2,0.332,0.366,0.535,49.4,54.8,9.5,5.8,0.499,16.2,29.5,0.239,2017
2882,32,BucknellNCAA,0.743,5.89,70.7,107.9,0.372,0.384,0.578,50.6,54.1,10.2,9.7,0.553,16.8,26.7,0.253,2017
2883,33,Buffalo,0.531,0.92,72.9,106.1,0.366,0.374,0.545,53.1,52.3,7.7,10.2,0.513,16.6,33.7,0.253,2017
